Epoch 1/5
Batch [100/8699], Train Loss: 0.3260, Train Acc: 0.9516
Batch [1400/8699], Train Loss: 0.0075, Train Acc: 0.9984
Batch [1500/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [1600/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [1700/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [1800/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [1900/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [2000/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [2100/8699], Train Loss: 0.0074, Train Acc: 0.9984
Batch [2200/8699], Train Loss: 0.0074, Train Acc: 0.9984
Batch [2300/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [2400/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [2500/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [2600/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [2700/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [2800/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [2900/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [3000/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [3100/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [3200/8699], Train Loss: 0.0075, Train Acc: 0.9984
Batch [3300/8699], Train Loss: 0.0075, Train Acc: 0.9984
Batch [3400/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [3500/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [3600/8699], Train Loss: 0.0078, Train Acc: 0.9984
Batch [3700/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [3800/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [3900/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [4000/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [4100/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [4200/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [4300/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [4400/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [4500/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [4600/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [4700/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [4800/8699], Train Loss: 0.0077, Train Acc: 0.9984
Batch [4900/8699], Train Loss: 0.0076, Train Acc: 0.9985
Batch [5000/8699], Train Loss: 0.0076, Train Acc: 0.9984
Batch [5100/8699], Train Loss: 0.0076, Train Acc: 0.9985
Batch [5200/8699], Train Loss: 0.0075, Train Acc: 0.9985
Batch [5300/8699], Train Loss: 0.0075, Train Acc: 0.9985
Batch [5400/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [5500/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [5600/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [5700/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [5800/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [5900/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6000/8699], Train Loss: 0.0075, Train Acc: 0.9985
Batch [6100/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6200/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6300/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6400/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6500/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6600/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6700/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6800/8699], Train Loss: 0.0074, Train Acc: 0.9985
Batch [6900/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [7000/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [7100/8699], Train Loss: 0.0073, Train Acc: 0.9985
Batch [7200/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [7300/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [7400/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [7500/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [7600/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [7700/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [7800/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [7900/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [8000/8699], Train Loss: 0.0072, Train Acc: 0.9985
Batch [8100/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [8200/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [8300/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [8400/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [8500/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [8600/8699], Train Loss: 0.0070, Train Acc: 0.9985
Train Loss: 0.0070, Train Acc: 0.9985
Test Accuracy: 0.9987
Confusion Matrix:
[[71782    97]
 [   77 67215]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_None.pth
Epoch time: 86.8917 minutes and 53.5012 seconds
Epoch 4/5
Batch [100/8699], Train Loss: 0.0079, Train Acc: 0.9980
Batch [200/8699], Train Loss: 0.0077, Train Acc: 0.9983
Batch [300/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [400/8699], Train Loss: 0.0068, Train Acc: 0.9985
Batch [500/8699], Train Loss: 0.0063, Train Acc: 0.9986
Batch [600/8699], Train Loss: 0.0065, Train Acc: 0.9986
Batch [700/8699], Train Loss: 0.0061, Train Acc: 0.9987
Batch [800/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [900/8699], Train Loss: 0.0061, Train Acc: 0.9988
Batch [1000/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [1100/8699], Train Loss: 0.0061, Train Acc: 0.9988
Batch [1200/8699], Train Loss: 0.0059, Train Acc: 0.9989
Batch [1300/8699], Train Loss: 0.0061, Train Acc: 0.9988
Batch [1400/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [1500/8699], Train Loss: 0.0068, Train Acc: 0.9986
Batch [1600/8699], Train Loss: 0.0068, Train Acc: 0.9986
Batch [1700/8699], Train Loss: 0.0068, Train Acc: 0.9987
Batch [1800/8699], Train Loss: 0.0070, Train Acc: 0.9986
Batch [1900/8699], Train Loss: 0.0068, Train Acc: 0.9987
Batch [2000/8699], Train Loss: 0.0068, Train Acc: 0.9987
Batch [2100/8699], Train Loss: 0.0067, Train Acc: 0.9987
Batch [2200/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [2300/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [2400/8699], Train Loss: 0.0067, Train Acc: 0.9987
Batch [2500/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [2600/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [2700/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [2800/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [2900/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [3000/8699], Train Loss: 0.0065, Train Acc: 0.9986
Batch [3100/8699], Train Loss: 0.0065, Train Acc: 0.9986
Batch [3200/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [3300/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [3400/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [3500/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [3600/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [3700/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [3800/8699], Train Loss: 0.0062, Train Acc: 0.9987
Batch [3900/8699], Train Loss: 0.0061, Train Acc: 0.9987
Batch [4000/8699], Train Loss: 0.0062, Train Acc: 0.9987
Batch [4100/8699], Train Loss: 0.0061, Train Acc: 0.9987
Batch [4200/8699], Train Loss: 0.0061, Train Acc: 0.9987
Batch [4300/8699], Train Loss: 0.0061, Train Acc: 0.9987
Batch [4400/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [4500/8699], Train Loss: 0.0059, Train Acc: 0.9987
Batch [4600/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [4700/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [4800/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [4900/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [5000/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [5100/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [5200/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [5300/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [5400/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [5500/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [5600/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [5700/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [5800/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [5900/8699], Train Loss: 0.0060, Train Acc: 0.9987
Batch [6000/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [6100/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [6200/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [6300/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [6400/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [6500/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [6600/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [6700/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [6800/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [6900/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7000/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7100/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7200/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7300/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7400/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7500/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7600/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7700/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7800/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [7900/8699], Train Loss: 0.0060, Train Acc: 0.9988
Batch [8000/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [8100/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [8200/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [8300/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [8400/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [8500/8699], Train Loss: 0.0059, Train Acc: 0.9988
Batch [8600/8699], Train Loss: 0.0059, Train Acc: 0.9988
Train Loss: 0.0060, Train Acc: 0.9988
Test Accuracy: 0.9989
Confusion Matrix:
[[71797    82]
 [   66 67226]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_None.pth
Epoch time: 116.2965 minutes and 17.7891 seconds
Epoch 5/5
Batch [100/8699], Train Loss: 0.0086, Train Acc: 0.9988
Batch [200/8699], Train Loss: 0.0058, Train Acc: 0.9991
Batch [300/8699], Train Loss: 0.0057, Train Acc: 0.9991
Batch [400/8699], Train Loss: 0.0050, Train Acc: 0.9991
Batch [500/8699], Train Loss: 0.0051, Train Acc: 0.9992
Batch [600/8699], Train Loss: 0.0054, Train Acc: 0.9991
Batch [700/8699], Train Loss: 0.0053, Train Acc: 0.9991
Batch [800/8699], Train Loss: 0.0053, Train Acc: 0.9991
Batch [900/8699], Train Loss: 0.0052, Train Acc: 0.9992
Batch [1000/8699], Train Loss: 0.0056, Train Acc: 0.9991
Batch [1100/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [1200/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [1300/8699], Train Loss: 0.0058, Train Acc: 0.9990
Batch [1400/8699], Train Loss: 0.0058, Train Acc: 0.9990
Batch [1500/8699], Train Loss: 0.0057, Train Acc: 0.9990
Batch [1600/8699], Train Loss: 0.0059, Train Acc: 0.9989
Batch [1700/8699], Train Loss: 0.0058, Train Acc: 0.9989
Batch [1800/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [1900/8699], Train Loss: 0.0055, Train Acc: 0.9989
Batch [2000/8699], Train Loss: 0.0056, Train Acc: 0.9989
Batch [2100/8699], Train Loss: 0.0057, Train Acc: 0.9989
Batch [2200/8699], Train Loss: 0.0058, Train Acc: 0.9989
Batch [2300/8699], Train Loss: 0.0057, Train Acc: 0.9989
Batch [2400/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [2500/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [2600/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [2700/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [2800/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [2900/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [3000/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [3100/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [3200/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [3300/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [3400/8699], Train Loss: 0.0057, Train Acc: 0.9990
Batch [3500/8699], Train Loss: 0.0057, Train Acc: 0.9990
Batch [3600/8699], Train Loss: 0.0057, Train Acc: 0.9990
Batch [3700/8699], Train Loss: 0.0057, Train Acc: 0.9990
Batch [3800/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [3900/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4000/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4100/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4200/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4300/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4400/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4500/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4600/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4700/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4800/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [4900/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [5000/8699], Train Loss: 0.0056, Train Acc: 0.9990
Batch [5100/8699], Train Loss: 0.0056, Train Acc: 0.9990
