cuda
Epoch 1/5
Batch [100/8699], Train Loss: 0.2829, Train Acc: 0.9645
Batch [4200/8699], Train Loss: 0.0167, Train Acc: 0.9969
Batch [4300/8699], Train Loss: 0.0165, Train Acc: 0.9969
Batch [4400/8699], Train Loss: 0.0163, Train Acc: 0.9969
Batch [4500/8699], Train Loss: 0.0162, Train Acc: 0.9969
Batch [4600/8699], Train Loss: 0.0161, Train Acc: 0.9970
Batch [4700/8699], Train Loss: 0.0159, Train Acc: 0.9970
Batch [4800/8699], Train Loss: 0.0157, Train Acc: 0.9970
Batch [4900/8699], Train Loss: 0.0156, Train Acc: 0.9970
Batch [5000/8699], Train Loss: 0.0155, Train Acc: 0.9970
Batch [5100/8699], Train Loss: 0.0154, Train Acc: 0.9971
Batch [5200/8699], Train Loss: 0.0151, Train Acc: 0.9971
Batch [5300/8699], Train Loss: 0.0150, Train Acc: 0.9971
Batch [5400/8699], Train Loss: 0.0149, Train Acc: 0.9972
Batch [5500/8699], Train Loss: 0.0148, Train Acc: 0.9972
Batch [5600/8699], Train Loss: 0.0147, Train Acc: 0.9972
Batch [5700/8699], Train Loss: 0.0146, Train Acc: 0.9972
Batch [5800/8699], Train Loss: 0.0145, Train Acc: 0.9972
Batch [5900/8699], Train Loss: 0.0144, Train Acc: 0.9973
Batch [6000/8699], Train Loss: 0.0143, Train Acc: 0.9973
Batch [6100/8699], Train Loss: 0.0142, Train Acc: 0.9973
Batch [6200/8699], Train Loss: 0.0142, Train Acc: 0.9973
Batch [6300/8699], Train Loss: 0.0141, Train Acc: 0.9973
Batch [6400/8699], Train Loss: 0.0139, Train Acc: 0.9973
Batch [6500/8699], Train Loss: 0.0138, Train Acc: 0.9973
Batch [6600/8699], Train Loss: 0.0137, Train Acc: 0.9973
Batch [6700/8699], Train Loss: 0.0137, Train Acc: 0.9973
Batch [6800/8699], Train Loss: 0.0136, Train Acc: 0.9974
Batch [6900/8699], Train Loss: 0.0135, Train Acc: 0.9974
Batch [7000/8699], Train Loss: 0.0134, Train Acc: 0.9974
Batch [7100/8699], Train Loss: 0.0133, Train Acc: 0.9974
Batch [7200/8699], Train Loss: 0.0133, Train Acc: 0.9974
Batch [7300/8699], Train Loss: 0.0132, Train Acc: 0.9974
Batch [7400/8699], Train Loss: 0.0131, Train Acc: 0.9974
Batch [7500/8699], Train Loss: 0.0130, Train Acc: 0.9975
Batch [7600/8699], Train Loss: 0.0129, Train Acc: 0.9975
Batch [7700/8699], Train Loss: 0.0128, Train Acc: 0.9975
Batch [7800/8699], Train Loss: 0.0127, Train Acc: 0.9975
Batch [7900/8699], Train Loss: 0.0127, Train Acc: 0.9975
Batch [8000/8699], Train Loss: 0.0126, Train Acc: 0.9975
Batch [8100/8699], Train Loss: 0.0126, Train Acc: 0.9976
Batch [8200/8699], Train Loss: 0.0125, Train Acc: 0.9976
Batch [8300/8699], Train Loss: 0.0124, Train Acc: 0.9976
Batch [8400/8699], Train Loss: 0.0123, Train Acc: 0.9976
Batch [8500/8699], Train Loss: 0.0123, Train Acc: 0.9976
Batch [8600/8699], Train Loss: 0.0123, Train Acc: 0.9976
Train Loss: 0.0123, Train Acc: 0.9976
Test Accuracy: 0.9988
Confusion Matrix:
[[71712   101]
 [   64 67294]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_default.pth
Epoch time: 58.45123703479767.4f minutes and 27.074222087860107.4f seconds
Epoch 2/5
Batch [100/8699], Train Loss: 0.0078, Train Acc: 0.9989
Batch [200/8699], Train Loss: 0.0061, Train Acc: 0.9991
Batch [300/8699], Train Loss: 0.0062, Train Acc: 0.9988
Batch [400/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [500/8699], Train Loss: 0.0068, Train Acc: 0.9986
Batch [600/8699], Train Loss: 0.0061, Train Acc: 0.9986
Batch [700/8699], Train Loss: 0.0059, Train Acc: 0.9987
Batch [800/8699], Train Loss: 0.0062, Train Acc: 0.9987
Batch [900/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [1000/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [1100/8699], Train Loss: 0.0070, Train Acc: 0.9986
Batch [1200/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [1300/8699], Train Loss: 0.0069, Train Acc: 0.9985
Batch [1400/8699], Train Loss: 0.0069, Train Acc: 0.9986
Batch [1500/8699], Train Loss: 0.0070, Train Acc: 0.9986
Batch [1600/8699], Train Loss: 0.0067, Train Acc: 0.9986
Batch [1700/8699], Train Loss: 0.0065, Train Acc: 0.9986
Batch [1800/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [1900/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [2000/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [2100/8699], Train Loss: 0.0069, Train Acc: 0.9985
Batch [2200/8699], Train Loss: 0.0068, Train Acc: 0.9986
Batch [2300/8699], Train Loss: 0.0070, Train Acc: 0.9985
Batch [2400/8699], Train Loss: 0.0071, Train Acc: 0.9985
Batch [2500/8699], Train Loss: 0.0069, Train Acc: 0.9986
Batch [2600/8699], Train Loss: 0.0069, Train Acc: 0.9986
Batch [2700/8699], Train Loss: 0.0068, Train Acc: 0.9986
Batch [2800/8699], Train Loss: 0.0069, Train Acc: 0.9986
Batch [2900/8699], Train Loss: 0.0067, Train Acc: 0.9986
Batch [3000/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [3100/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [3200/8699], Train Loss: 0.0065, Train Acc: 0.9986
Batch [3300/8699], Train Loss: 0.0066, Train Acc: 0.9986
Batch [3400/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [3500/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [3600/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [3700/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [3800/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [3900/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [4000/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [4100/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [4200/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [4300/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [4400/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [4500/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [4600/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [4700/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [4800/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [4900/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [5000/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [5100/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [5200/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [5300/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [5400/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [5500/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [5600/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [5700/8699], Train Loss: 0.0066, Train Acc: 0.9987
Batch [5800/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [5900/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [6000/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [6100/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [6200/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [6300/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [6400/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [6500/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [6600/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [6700/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [6800/8699], Train Loss: 0.0065, Train Acc: 0.9987
Batch [6900/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [7000/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [7100/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [7200/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [7300/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [7400/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [7500/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [7600/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [7700/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [7800/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [7900/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [8000/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [8100/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [8200/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [8300/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [8400/8699], Train Loss: 0.0063, Train Acc: 0.9987
Batch [8500/8699], Train Loss: 0.0064, Train Acc: 0.9987
Batch [8600/8699], Train Loss: 0.0064, Train Acc: 0.9987
Train Loss: 0.0063, Train Acc: 0.9987
Test Accuracy: 0.9991
Confusion Matrix:
[[71766    47]
 [   73 67285]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_default.pth
Epoch time: 159.963874010245.4f minutes and 57.83244061470032.4f seconds
Epoch 3/5
Batch [100/8699], Train Loss: 0.0030, Train Acc: 0.9994
Batch [200/8699], Train Loss: 0.0051, Train Acc: 0.9989
Batch [300/8699], Train Loss: 0.0055, Train Acc: 0.9989
Batch [400/8699], Train Loss: 0.0055, Train Acc: 0.9989
Batch [500/8699], Train Loss: 0.0048, Train Acc: 0.9990
Batch [600/8699], Train Loss: 0.0051, Train Acc: 0.9989
Batch [700/8699], Train Loss: 0.0051, Train Acc: 0.9989
Batch [800/8699], Train Loss: 0.0050, Train Acc: 0.9989
Batch [900/8699], Train Loss: 0.0054, Train Acc: 0.9989
Batch [1000/8699], Train Loss: 0.0054, Train Acc: 0.9989
Batch [1100/8699], Train Loss: 0.0053, Train Acc: 0.9989
Batch [1200/8699], Train Loss: 0.0052, Train Acc: 0.9989
Batch [1300/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [1400/8699], Train Loss: 0.0050, Train Acc: 0.9990
Batch [1500/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [1600/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [1700/8699], Train Loss: 0.0050, Train Acc: 0.9991
Batch [1800/8699], Train Loss: 0.0050, Train Acc: 0.9991
Batch [1900/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [2000/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [2100/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [2200/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [2300/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [2400/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [2500/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [2600/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [2700/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [2800/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [2900/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [3000/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [3100/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [3200/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [3300/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [3400/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [3500/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [3600/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [3700/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [3800/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [3900/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [4000/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [4100/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [4200/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [4300/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [4400/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [4500/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [4600/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [4700/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [4800/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [4900/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [5000/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [5100/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5200/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5300/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5400/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5500/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5600/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5700/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [5800/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [5900/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [6000/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [6100/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6200/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6300/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6400/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6500/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6600/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6700/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6800/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6900/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [7000/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [7100/8699], Train Loss: 0.0055, Train Acc: 0.9990
Batch [7200/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7300/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7400/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7500/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7600/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7700/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7800/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7900/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [8000/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [8100/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [8200/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [8300/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8400/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8500/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8600/8699], Train Loss: 0.0053, Train Acc: 0.9990
Train Loss: 0.0053, Train Acc: 0.9990
Test Accuracy: 0.9981
Confusion Matrix:
[[71610   203]
 [   62 67296]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_default.pth
Epoch time: 259.17585649490354.4f minutes and 10.551389694213867.4f seconds
Epoch 4/5
Batch [100/8699], Train Loss: 0.0018, Train Acc: 0.9995
Batch [200/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [300/8699], Train Loss: 0.0040, Train Acc: 0.9992
Batch [400/8699], Train Loss: 0.0034, Train Acc: 0.9993
Batch [500/8699], Train Loss: 0.0040, Train Acc: 0.9993
Batch [600/8699], Train Loss: 0.0037, Train Acc: 0.9993
Batch [700/8699], Train Loss: 0.0044, Train Acc: 0.9993
Batch [800/8699], Train Loss: 0.0040, Train Acc: 0.9993
Batch [900/8699], Train Loss: 0.0036, Train Acc: 0.9994
Batch [1000/8699], Train Loss: 0.0036, Train Acc: 0.9994
Batch [1100/8699], Train Loss: 0.0037, Train Acc: 0.9993
Batch [1200/8699], Train Loss: 0.0039, Train Acc: 0.9993
Batch [1300/8699], Train Loss: 0.0039, Train Acc: 0.9993
Batch [1400/8699], Train Loss: 0.0043, Train Acc: 0.9992
Batch [1500/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [1600/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [1700/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [1800/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [1900/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [2000/8699], Train Loss: 0.0044, Train Acc: 0.9991
Batch [2100/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [2200/8699], Train Loss: 0.0042, Train Acc: 0.9992
Batch [2300/8699], Train Loss: 0.0043, Train Acc: 0.9992
Batch [2400/8699], Train Loss: 0.0045, Train Acc: 0.9991
Batch [2500/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [2600/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [2700/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [2800/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [2900/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3000/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3100/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3200/8699], Train Loss: 0.0045, Train Acc: 0.9991
Batch [3300/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3400/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3500/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3600/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3700/8699], Train Loss: 0.0045, Train Acc: 0.9991
Batch [3800/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [3900/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4000/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4100/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4200/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4300/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4400/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4500/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4600/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [4700/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [4800/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [4900/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [5000/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [5100/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [5200/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [5300/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [5400/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [5500/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [5600/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [5700/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [5800/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [5900/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [6000/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [6100/8699], Train Loss: 0.0049, Train Acc: 0.9991
Batch [6200/8699], Train Loss: 0.0049, Train Acc: 0.9991
Batch [6300/8699], Train Loss: 0.0049, Train Acc: 0.9991
Batch [6400/8699], Train Loss: 0.0049, Train Acc: 0.9991
Batch [6500/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [6600/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [6700/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [6800/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [6900/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7000/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7100/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [7200/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7300/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7400/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7500/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7600/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [7700/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [7800/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [7900/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [8000/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [8100/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [8200/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [8300/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [8400/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [8500/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [8600/8699], Train Loss: 0.0048, Train Acc: 0.9991
Train Loss: 0.0048, Train Acc: 0.9991
Test Accuracy: 0.9992
Confusion Matrix:
[[71773    40]
 [   71 67287]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_default.pth
Epoch time: 336.2942768096924.4f minutes and 17.65660858154297.4f seconds
Epoch 5/5
Batch [100/8699], Train Loss: 0.0014, Train Acc: 0.9997
Batch [200/8699], Train Loss: 0.0029, Train Acc: 0.9994
Batch [300/8699], Train Loss: 0.0030, Train Acc: 0.9994
Batch [400/8699], Train Loss: 0.0036, Train Acc: 0.9994
Batch [500/8699], Train Loss: 0.0041, Train Acc: 0.9993
Batch [600/8699], Train Loss: 0.0043, Train Acc: 0.9993
Batch [700/8699], Train Loss: 0.0040, Train Acc: 0.9994
Batch [800/8699], Train Loss: 0.0043, Train Acc: 0.9994
Batch [900/8699], Train Loss: 0.0042, Train Acc: 0.9994
Batch [1000/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [1100/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [1200/8699], Train Loss: 0.0048, Train Acc: 0.9992
Batch [1300/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [1400/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [1500/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [1600/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [1700/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [1800/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [1900/8699], Train Loss: 0.0044, Train Acc: 0.9992
Batch [2000/8699], Train Loss: 0.0043, Train Acc: 0.9992
Batch [2100/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [2200/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [2300/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [2400/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [2500/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [2600/8699], Train Loss: 0.0048, Train Acc: 0.9992
Batch [2700/8699], Train Loss: 0.0048, Train Acc: 0.9992
Batch [2800/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [2900/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3000/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3100/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3200/8699], Train Loss: 0.0048, Train Acc: 0.9992
Batch [3300/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3400/8699], Train Loss: 0.0048, Train Acc: 0.9992
Batch [3500/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3600/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3700/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3800/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [3900/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [4000/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [4100/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [4200/8699], Train Loss: 0.0049, Train Acc: 0.9991
Batch [4300/8699], Train Loss: 0.0048, Train Acc: 0.9991
Batch [4400/8699], Train Loss: 0.0047, Train Acc: 0.9991
Batch [4500/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [4600/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [4700/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [4800/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [4900/8699], Train Loss: 0.0047, Train Acc: 0.9992
